City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,san patricio,28.017,-97.5169,18.97,75,100,6.33,US,1733431486
362,guaranda,-1.6,-79.0,13.43,99,100,2.55,EC,1733431487
363,coquimbo,-29.9533,-71.3436,19.85,56,0,7.2,CL,1733431488
364,beyneu,45.3167,55.2,0.03,77,6,1.0,KZ,1733431489
365,kalmunai,7.4167,81.8167,25.19,88,100,2.8,LK,1733431490
366,khorinsk,52.1657,109.7726,-23.76,99,44,0.2,RU,1733431491
367,urangan,-25.3,152.9,24.78,80,11,5.02,AU,1733431492
368,cestos city,5.46,-9.5828,26.89,81,59,3.72,LR,1733431493
369,touros,-5.1989,-35.4608,26.16,69,100,5.54,BR,1733431494
370,karratha,-20.7377,116.8463,27.42,59,29,3.05,AU,1733431495
371,ataq,14.5377,46.8319,18.39,26,0,1.13,YE,1733431496
372,oriximina,-1.7656,-55.8661,31.71,54,89,2.96,BR,1733431497
373,suez,29.9737,32.5263,15.08,82,98,3.71,EG,1733431498
374,wulingyuan,29.3494,110.5441,6.23,81,99,0.46,CN,1733431500
375,shortandy,51.7006,70.9994,-5.53,96,100,3.89,KZ,1733431501
376,ban nong wua so,17.2675,103.2247,20.25,68,4,2.32,TH,1733431502
377,aras-asan,8.8908,126.3033,24.81,88,98,1.13,PH,1733431503
378,flying fish cove,-10.4217,105.6791,24.82,94,100,4.63,CX,1733431504
379,levuka,50.1834,-105.4011,-2.15,80,100,5.66,CA,1733431505
380,diego martin,10.7005,-61.5342,27.88,73,46,4.38,TT,1733431506
381,howrah,22.5892,88.3103,20.0,73,0,1.54,IN,1733431507
382,del rio,29.3627,-100.8968,19.06,60,100,3.6,US,1733431178
383,aranda de duero,41.6704,-3.6892,8.02,70,93,2.39,ES,1733431509
384,nakasongola,1.3089,32.4564,18.66,71,81,1.08,UG,1733431510
385,inirida,3.8653,-67.9239,25.31,93,100,1.32,CO,1733431511
386,mitsamiouli,-11.3847,43.2844,27.23,79,82,3.34,KM,1733431512
387,greymouth,-42.4667,171.2,15.68,82,85,1.98,NZ,1733431395
388,lata,40.1629,-8.3327,12.25,94,91,1.24,PT,1733431514
389,pokachi,61.7198,75.3683,-9.65,95,91,5.28,RU,1733431516
390,kalinagar,28.6167,80.1,11.94,50,1,2.84,IN,1733431517
391,camborne,50.2131,-5.2973,10.83,76,75,10.29,GB,1733431518
392,jaffna,9.6685,80.0074,25.97,85,100,3.38,LK,1733431519
393,lorengau,-2.0226,147.2712,28.49,80,100,5.11,PG,1733431521
394,rosetta,31.4044,30.4164,16.84,72,1,4.0,EG,1733431522
395,yamazakicho-nakabirose,35.0,134.55,2.46,82,1,1.62,JP,1733431523
396,peterhead,57.5058,-1.7981,6.59,89,100,11.59,GB,1733431524
397,bangassou,4.7413,22.8184,21.62,47,12,0.74,CF,1733431525
398,dwarka,22.2394,68.9678,24.67,49,91,4.58,IN,1733431526
399,dondo,-19.6094,34.7431,26.73,95,4,2.28,MZ,1733431527
400,nova sintra,14.8667,-24.7167,26.43,68,21,4.13,CV,1733431528
401,arinos,-15.9169,-46.1056,26.56,64,43,2.33,BR,1733431529
402,iskateley,67.6803,53.1512,-3.29,79,100,9.44,RU,1733431530
403,thulamahashi,-24.7246,31.1994,26.27,44,66,1.26,ZA,1733431531
404,nurota,40.5614,65.6886,1.22,82,0,0.29,UZ,1733431532
405,kovalam,8.3667,76.9967,26.05,94,40,1.03,IN,1733431533
406,troitsko-pechorsk,62.7084,56.1964,-9.67,92,18,3.16,RU,1733431534
407,centenario,-38.8043,-68.14,23.86,23,75,5.66,AR,1733431535
408,presidencia de la plaza,-27.0015,-59.8424,33.59,45,51,5.52,AR,1733431536
409,cockburn town,21.4612,-71.1419,25.86,80,98,9.32,TC,1733431537
410,sandnessjoen,66.0217,12.6316,2.06,51,0,5.14,NO,1733431538
411,misratah,32.3754,15.0925,16.1,72,100,9.48,LY,1733431539
412,kasumkent,41.6773,48.146,2.93,80,49,0.73,RU,1733431540
413,summerlin south,36.1027,-115.3811,18.24,25,12,2.29,US,1733431270
414,general conesa,-40.1,-64.4333,23.61,35,55,7.41,AR,1733431542
415,pisco,-13.7,-76.2167,23.03,68,0,9.77,PE,1733431543
416,cartagena,10.3997,-75.5144,31.79,62,20,7.2,CO,1733431545
417,dzhambeyty,50.2536,52.595,-4.33,93,23,3.03,KZ,1733431546
418,greenville,35.6127,-77.3663,14.01,38,40,2.06,US,1733431547
419,berber,18.0216,33.983,21.7,31,10,6.13,SD,1733431548
420,nikolayevsk-on-amure,53.1406,140.73,-21.8,100,100,0.42,RU,1733431549
421,suomussalmi,64.8869,28.9078,-5.95,85,75,4.27,FI,1733431550
422,crane,31.3974,-102.3501,15.82,38,36,8.65,US,1733431551
423,nayoro,44.3506,142.4578,-5.52,96,100,2.01,JP,1733431552
424,alakurtti,66.9672,30.3491,-8.78,96,100,1.9,RU,1733431553
425,dhidhdhoo,6.8833,73.1,26.81,68,100,0.76,MV,1733431554
426,sitka,57.0531,-135.33,8.94,87,75,0.0,US,1733431555
427,gaspe,48.8334,-64.4819,0.12,93,100,13.38,CA,1733431556
428,kuraymah,18.55,31.85,18.6,26,40,4.48,SD,1733431557
429,holmsund,63.706,20.3641,-0.03,92,100,6.71,SE,1733431558
430,dundee,56.5,-2.9667,5.84,82,20,3.6,GB,1733431559
431,quellon,-43.1167,-73.6167,10.51,90,100,5.8,CL,1733431560
432,uliastay,47.7417,96.8444,-16.39,80,15,2.14,MN,1733431561
433,sinanpasa,38.7444,30.2428,4.58,85,21,1.55,TR,1733431562
434,hun,29.1268,15.9477,11.23,76,97,7.15,LY,1733431563
435,puerto barrios,15.7167,-88.6,25.08,69,100,2.06,GT,1733431564
436,gorontalo,0.5412,123.0595,23.38,95,99,1.15,ID,1733431565
437,outjo,-20.1167,16.15,22.11,37,5,5.73,NA,1733431567
438,conceicao da barra,-18.5933,-39.7322,24.86,78,50,3.95,BR,1733431569
439,roma,43.2128,-75.4557,1.08,73,100,8.23,US,1733431570
440,san antonio de pale,-1.4014,5.6325,26.57,79,32,4.5,GQ,1733431571
441,gornyye klyuchi,45.25,133.5,-9.98,94,100,4.22,RU,1733431572
442,namie,37.4833,141.0,4.99,77,14,2.59,JP,1733431573
443,sinan,34.8262,126.1086,8.77,53,85,10.27,KR,1733431574
444,san clemente del tuyu,-36.3569,-56.7235,22.88,63,58,4.72,AR,1733431575
445,bure,10.7,37.0667,13.02,63,2,2.28,ET,1733431576
446,igarka,67.4667,86.5833,-10.87,95,100,6.08,RU,1733431577
447,alo,6.5486,4.2686,26.1,76,9,2.37,NG,1733431578
448,khashuri,41.9941,43.5999,-0.38,79,21,1.58,GE,1733431579
449,manfalut,27.3104,30.97,16.14,59,100,2.52,EG,1733431580
450,faya-largeau,17.9257,19.1043,19.85,21,74,4.58,TD,1733431581
451,airuk,7.2772,168.8203,28.01,84,55,10.4,MH,1733431582
452,lerwick,60.1545,-1.1494,7.68,84,96,7.46,GB,1733431583
453,mar del plata,-38.0023,-57.5575,18.62,86,100,3.6,AR,1733431584
454,tughyl,47.7252,84.2063,-5.77,89,74,2.74,KZ,1733431586
455,fengtai,39.5581,117.7492,-0.85,36,11,2.28,CN,1733431587
456,merowe,18.4833,31.8167,18.93,26,35,4.46,SD,1733431588
457,daru,-9.0763,143.2092,27.03,88,100,2.38,PG,1733431589
458,porto novo,6.4965,2.6036,28.9,77,57,2.91,BJ,1733431590
459,kayangel,8.0823,134.7173,28.33,80,71,5.32,PW,1733431591
460,piterka,50.6803,47.4454,-4.52,76,86,4.06,RU,1733431592
461,esquel,-42.9,-71.3167,8.54,84,100,3.05,AR,1733431593
462,yeppoon,-23.1333,150.7333,26.21,66,96,5.74,AU,1733431594
463,lazaro cardenas,17.9583,-102.2,28.16,68,39,3.4,MX,1733431595
464,simian,44.6142,22.7072,3.22,98,100,3.56,RO,1733431596
465,luena,-11.7833,19.9167,17.96,79,93,2.09,AO,1733431597
466,agat village,13.3886,144.6585,26.87,92,75,4.63,GU,1733431598
467,kencong,-8.2833,113.3667,24.8,88,100,1.5,ID,1733431599
468,holualoa,19.6228,-155.9522,25.86,61,0,3.09,US,1733431600
469,piacabucu,-10.4056,-36.4344,25.81,78,12,4.54,BR,1733431601
470,santiago de cao,-7.9589,-79.2392,18.07,88,83,4.63,PE,1733431602
471,riachao das neves,-11.7461,-44.91,26.73,52,52,1.12,BR,1733431603
472,jiangyou,31.7667,104.7167,7.11,81,42,0.55,CN,1733431604
473,saratoga,43.1001,-73.8496,1.83,77,100,2.68,US,1733431605
474,hami,42.8,93.45,-3.8,71,0,2.06,CN,1733431606
475,formosa,-26.1775,-58.1781,32.99,66,75,5.14,AR,1733431607
476,bubaque,11.2833,-15.8333,29.07,50,99,7.84,GW,1733431608
477,coyhaique,-45.5752,-72.0662,5.95,99,100,1.31,CL,1733431609
478,happy valley-goose bay,53.3168,-60.3315,-12.83,78,75,2.06,CA,1733431611
479,yarmouth,41.7057,-70.2286,4.44,84,100,7.6,US,1733431612
480,sheboygan,43.7333,-87.9334,-1.49,63,100,7.72,US,1733431613
481,salina cruz,16.1667,-95.2,31.29,40,18,9.73,MX,1733431615
482,garachico,28.7781,-17.7646,18.06,77,20,3.6,ES,1733431495
483,chibougamau,49.9168,-74.3659,-5.21,93,100,3.09,CA,1733431617
484,el quebrachal,-25.2833,-64.0667,33.93,34,93,6.55,AR,1733431618
485,lakatoro,-16.0999,167.4164,27.56,81,100,5.09,VU,1733431619
486,singaraja,-8.112,115.0882,26.57,90,100,2.29,ID,1733431620
487,hilo,19.7297,-155.09,26.73,77,100,3.6,US,1733431351
488,chonchi,-42.6128,-73.8092,15.62,88,100,3.46,CL,1733431622
489,barcelos,41.5388,-8.6151,13.91,92,93,0.89,PT,1733431623
490,pacific grove,36.6177,-121.9166,20.76,67,0,2.57,US,1733431624
491,spanish springs,39.6491,-119.7074,12.88,39,0,0.0,US,1733431625
492,belmonte,-15.8631,-38.8828,25.11,77,100,3.15,BR,1733431626
493,mount pearl,47.5166,-52.7813,1.64,77,75,3.09,CA,1733431627
494,gulf shores,30.246,-87.7008,15.57,78,100,3.09,US,1733431628
495,bambanglipuro,-7.95,110.2833,24.67,89,100,1.83,ID,1733431629
496,villamontes,-21.25,-63.5,33.69,40,40,2.57,BO,1733431630
497,kone,-21.0595,164.8658,28.61,59,15,1.61,NC,1733431632
498,buulobarde,3.8538,45.5674,24.02,78,4,5.28,SO,1733431633
499,boldumsaz,42.1282,59.671,-0.77,63,2,2.28,TM,1733431634
500,kish,26.5578,54.0194,21.15,73,0,0.0,IR,1733431635
501,east end,34.5507,-92.341,7.92,28,27,0.89,US,1733431636
502,bodaybo,57.8506,114.1933,-32.6,100,72,0.99,RU,1733431637
503,buka,40.8108,69.1986,4.12,69,10,1.25,UZ,1733431638
504,el charco,2.4769,-78.1105,27.16,79,85,3.59,CO,1733431639
505,west freehold,40.2421,-74.3013,2.6,57,20,8.75,US,1733431640
506,usinsk,65.9939,57.5281,-6.92,88,100,7.63,RU,1733431452
507,horsham,51.064,-0.3272,12.25,86,40,8.75,GB,1733431642
508,hotan,37.0997,79.9269,-1.52,45,8,0.77,CN,1733431643
509,hauterive,46.0901,3.4459,8.3,68,100,4.91,FR,1733431644
510,guantanamo,20.1444,-75.2092,27.76,80,100,2.88,CU,1733431645
511,dolores,-36.3132,-57.6792,24.98,47,90,7.53,AR,1733431646
512,christchurch,-43.5333,172.6333,16.29,67,100,6.17,NZ,1733431647
513,chardara,41.2547,67.9692,3.49,67,3,3.24,KZ,1733431648
514,qarah zia' od din,38.8915,45.0255,1.48,65,48,0.31,IR,1733431649
515,opuwo,-18.0607,13.84,20.21,37,4,3.86,NA,1733431650
516,namanga,-2.5433,36.7905,19.94,72,64,2.31,KE,1733431651
517,novodvinsk,64.4165,40.8122,-10.14,81,94,4.33,RU,1733431652
518,harlingen,26.1906,-97.6961,22.19,84,100,4.63,US,1733431653
519,hassi messaoud,31.6804,6.0729,12.92,47,1,2.06,DZ,1733431655
520,conceicao do araguaia,-8.2578,-49.2647,25.07,87,100,1.54,BR,1733431656
521,qamdo,31.1667,97.2333,-5.1,50,0,0.88,CN,1733431657
522,yuanping,38.7153,112.7575,-2.91,56,4,1.08,CN,1733431658
523,isangel,-19.55,169.2667,27.21,78,43,3.0,VU,1733431659
524,bageshwar,29.85,79.7667,9.58,41,0,1.4,IN,1733431660
525,coari,-4.085,-63.1414,32.32,53,99,1.02,BR,1733431661
526,ghat,24.9647,10.1728,13.74,54,0,7.59,LY,1733431662
527,aswan,24.0934,32.907,17.61,42,0,2.57,EG,1733431663
528,bandarbeyla,9.4942,50.8122,25.03,76,17,8.94,SO,1733431664
529,plettenberg bay,-34.0527,23.3716,17.37,81,100,3.56,ZA,1733431665
530,gebeit,21.0667,36.3167,16.44,78,18,2.75,SD,1733431666
531,papao,-17.75,-149.55,28.82,72,100,8.23,PF,1733431667
532,karoi,-16.8099,29.6925,23.19,38,13,1.95,ZW,1733431668
533,adam,22.3756,57.5233,20.83,45,94,2.02,OM,1733431669
534,adiake,5.2863,-3.304,26.7,80,58,2.82,CI,1733431670
535,labytnangi,66.6572,66.4183,-13.12,93,100,3.27,RU,1733431671
536,ancud,-41.8697,-73.8203,13.14,75,90,5.68,CL,1733431672
537,buena vista,43.4203,-83.8986,-1.9,64,100,10.8,US,1733431673
538,ilebo,-4.3167,20.5833,20.89,99,90,0.51,CD,1733431674
539,auki,-8.7676,160.7034,25.91,88,100,2.09,SB,1733431675
540,sinop,41.7711,34.8709,4.3,91,87,2.36,TR,1733431676
541,twentynine palms,34.1356,-116.0542,24.18,14,0,5.56,US,1733431678
542,port moresby,-9.4431,147.1797,24.68,94,40,1.54,PG,1733431503
543,ziro,27.6333,93.8333,3.29,92,0,0.65,IN,1733431680
544,miri,4.4148,114.0089,24.08,94,40,0.0,MY,1733431681
545,sylvan lake,52.3168,-114.0853,2.97,75,0,1.54,CA,1733431682
546,novo aripuana,-5.1206,-60.3797,27.53,75,92,1.04,BR,1733431683
547,tadine,-21.55,167.8833,25.89,73,65,4.67,NC,1733431488
548,poltavka,54.3663,71.7632,-10.19,96,89,3.28,RU,1733431685
549,sidon,33.5631,35.3689,16.29,54,0,3.24,LB,1733431686
550,queenstown,-31.8976,26.8753,14.95,83,82,1.92,ZA,1733431687
551,cuorgne,45.3895,7.6499,3.15,80,66,1.75,IT,1733431688
552,gurupi,-11.7292,-49.0686,25.9,84,83,0.99,BR,1733431690
553,caburan,5.9181,125.6411,25.07,77,96,0.75,PH,1733431691
554,nemuro,43.3236,145.575,-0.45,59,17,2.74,JP,1733431692
555,tshabong,-26.05,22.45,24.82,20,63,4.71,BW,1733431693
556,rabaul,-4.1967,152.1721,27.0,77,100,1.54,PG,1733431694
557,gokwe,-18.2048,28.9349,26.14,21,63,2.27,ZW,1733431695
558,augusto correa,-1.0217,-46.635,26.19,80,100,2.5,BR,1733431696
559,puerto plata,19.7934,-70.6884,27.91,74,40,4.12,DO,1733431697
560,astrakhan,46.3497,48.0408,-1.07,86,100,4.0,RU,1733431698
561,lospalos,-8.5186,127.0025,22.68,97,100,1.91,TL,1733431699
562,acapulco de juarez,16.8634,-99.8901,25.62,65,7,2.35,MX,1733431700
563,madalena,41.2162,-8.3345,14.32,97,99,0.4,PT,1733431701
564,mizque,-17.941,-65.3402,25.77,46,100,5.44,BO,1733431703
565,prado,-17.3411,-39.2208,24.87,81,23,4.04,BR,1733431704
566,songling,31.1933,120.7176,9.1,65,100,1.77,CN,1733431707
567,khilok,51.3674,110.4676,-22.12,100,100,0.79,RU,1733431708
568,manali,13.1667,80.2667,27.05,95,1,2.38,IN,1733431709
569,alibag,18.6411,72.8792,27.06,78,66,3.21,IN,1733431711
570,kingsbridge,50.2845,-3.7764,9.78,70,66,12.95,GB,1733431712
571,tanumah,27.1,44.1333,16.02,62,69,5.52,SA,1733431713
572,san ramon de la nueva oran,-23.1322,-64.326,31.35,34,19,3.52,AR,1733431714
573,cold lake,54.4502,-110.2017,-3.03,86,75,1.54,CA,1733431662
574,kill devil hills,36.0307,-75.676,11.01,43,40,4.63,US,1733431717
575,darwin,-12.4611,130.8418,25.5,93,100,2.57,AU,1733431503
576,somotillo,13.0433,-86.9064,28.8,67,37,3.46,NI,1733431719
577,rajin,42.2489,130.3003,-4.67,45,3,7.37,KP,1733431720
578,mazagao,-0.115,-51.2894,23.17,98,100,2.23,BR,1733431721
579,ingeniero jacobacci,-41.3427,-69.5448,14.68,33,100,8.39,AR,1733431722
580,suva,-18.1416,178.4415,27.71,89,75,1.03,FJ,1733431723
581,wotje,9.4543,170.2367,27.96,85,99,10.03,MH,1733431724
582,kerikeri,-35.2268,173.9474,23.28,62,0,3.58,NZ,1733431426
583,namsos,64.4662,11.4957,1.95,60,0,6.17,NO,1733431726
584,vetluzhskiy,58.3902,45.4654,-9.01,99,76,0.78,RU,1733431727
585,aykhal,66.0,111.5,-13.76,94,100,7.81,RU,1733431728
586,pinsk,52.1229,26.0951,-2.35,90,100,3.81,BY,1733431636
587,novaya ladoga,60.1025,32.3019,-2.33,60,100,6.11,RU,1733431730
588,holbrook,40.8123,-73.0784,3.95,56,75,7.72,US,1733431731
589,sao vicente,-23.9631,-46.3919,25.55,33,40,1.54,BR,1733431601
590,camana,-16.6228,-72.7111,20.92,79,46,4.0,PE,1733431733
